file,orgText,outText,WER
achtgesichterambiwasse/achtgesichterambiwasse_0000.wav,hanake hatte allen körperschmuck den ein japanisches mädchen sitzend trippelnd und liegend zeigen muss,anake hatte allen koerper auh dem eimehr panisches maedchen un setn trepple und liebend zeigen muss,0.7857142857142857
achtgesichterambiwasse/achtgesichterambiwasse_0001.wav,um zu den göttlichen schönheiten der vergänglichkeit gezählt zu werden ihr hals war biegsam wie eine reiherfeder,um zu den goettlichen schoenheiten der vergaenglichkeit gezaehlt zu werden ihr hals war biegam wie eine reihe feder,0.4117647058823529
achtgesichterambiwasse/achtgesichterambiwasse_0002.wav,ihre arme kurz wie die flügel eines noch nicht flüggen sperlings sass sie auf der matte und bereitete ihren tee,ihre rahe put wie die fluegel eines noch nicht flucken sperrlinks sass sie auf dem markt und bereitete ihren theen,0.4
achtgesichterambiwasse/achtgesichterambiwasse_0003.wav,so arbeitete sie vorsichtig wie unter einer glasglocke ging sie abends mit ihrer dienerin auf den hohen holzschuhen zum theater,so arbeitete sie vorsichtlich wie unter einer glasglocke ging sie abends mit ihrer daenerin auf den hohen holzschuh un zum theater,0.2
achtgesichterambiwasse/achtgesichterambiwasse_0004.wav,so war sie unauffällig als hätte sich ihr körper mit der sonne zur ruhe gelegt,so pa sie unauffaellig als haette sich ihr karper mit der sonne zur ruhe gelegt,0.2666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0005.wav,und als ginge nur ihr schatten mit der dienerin und der papierlaterne den weg zu den schatten,von aspingen nur ir schatten mit der dmerein und der papierlatene den weg zu den schaiten,0.4117647058823529
achtgesichterambiwasse/achtgesichterambiwasse_0006.wav,lag sie in der nacht hinter den geschlossenen papierwänden ihres hauses mit frisiertem kopf auf der schlummerrolle,plaxy en e nach inter dem geschloss ein papierwenten ihres hauses mefrisierte hauptshaft der storale,0.8235294117647058
achtgesichterambiwasse/achtgesichterambiwasse_0007.wav,und zog mit den fingerspitzen den seidenen schlafsack ans kinn so war ihr feines vom mond beschienenes gesicht vornehm,und zug mit dem fingerspitzen den seidenen schlafsack ans kind sowar ihr veeines vom mordbeschiedenes gesicht vornehmen,0.4736842105263157
achtgesichterambiwasse/achtgesichterambiwasse_0008.wav,als wäre es aus jadestein geschnitten und erschien unzerbrechlich und unvergänglich,es waere es aus jadestein geschnitten und erschien unser brechlich und unvergaenglich,0.4545454545454545
achtgesichterambiwasse/achtgesichterambiwasse_0009.wav,hanake war das reichste mädchen am biwasee nicht bloss reich an der äusseren schönheit welche die frauen ruhig und wunschlos macht ,ararke wara das reichsperpaedchen am bivasie nicht plusreihen der aeusseren schoenheit relche die frauen ruhig und gunschluss acht,0.6190476190476191
achtgesichterambiwasse/achtgesichterambiwasse_0010.wav,auch reich an besitz die götter der vergänglichkeit hatten sie mit ihren glänzendsten geschenken,auch reich an besitz die goetter der vergaenglichkeit hatten sie mit ihren gaenzensten geschenken,0.2142857142857142
achtgesichterambiwasse/achtgesichterambiwasse_0011.wav,mit schönheit und geld verwöhnt aber auch die göttin der unendlichkeit hatte ihr eine seele in die augen gegeben,mit schoenheit und geld verwoehnt aber auch die goetting der unendlichkeit hatte ihr eine seele in die augen gelegt,0.2105263157894736
achtgesichterambiwasse/achtgesichterambiwasse_0012.wav,so dass ihre augen weinen konnten denn die wollust der träne ist das höchste geschenk dieser göttin,sodass ihrer aupen weinen konnten denn die wollust der traene ist das hoechste geschenk dieser goettin,0.4117647058823529
achtgesichterambiwasse/achtgesichterambiwasse_0013.wav,lange ehe der krieg japans mit russland begann hörte hanake in ihrem hause am biwasee von freunden und freundinnen,rane geirte lepia borts mit russland begadung wird der anrake in ihrem hauser am bivasie von freunden und freundingen,0.631578947368421
achtgesichterambiwasse/achtgesichterambiwasse_0014.wav,die im sommer über die berge von kioto zum besuch zu ihr an den see kamen,einsowart uwird die berger von kiot und zim besuch zum her an den seekabel,0.75
achtgesichterambiwasse/achtgesichterambiwasse_0015.wav,dass die fremden vom westen wie böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frauen zu verschleppen,dass die fremden vom westen wie boeser heuschreckenschnerme in japan erwartet wurden um die maenner zu toeten die frauen zu verschleppen,0.238095238095238
achtgesichterambiwasse/achtgesichterambiwasse_0016.wav,und sich in das land zu teilen auf dem biwasee würde man dann bald schiffe sehen die rauch ausstiessen,und sich in das land zu teilen auf dem pivasese wude man dann bald schiffersehen die rauch ausshiessen,0.2631578947368421
achtgesichterambiwasse/achtgesichterambiwasse_0017.wav,und die seetiefe mit schrauben aufwühlten,und die seetiefe mit schrauben auffuehlten,0.1666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0018.wav,auf eisen würden bald eisenwagen rasselnd wie gewitterwolken täglich durch japan eilen,auf eisen wuerden bald eisenwagen rasseln wie gewitter wolten taeglich durch japan eilen,0.4166666666666667
achtgesichterambiwasse/achtgesichterambiwasse_0019.wav,diese wagen würden die fremden in massen nach kioto und an die ufer des biwasees bringen,diese wagen wuerden die fremden in massen nach kyoto und an die ufer des bewa sees bringen,0.25
