file,orgText,outText,WER
achtgesichterambiwasse/achtgesichterambiwasse_0000.wav,hanake hatte allen körperschmuck den ein japanisches mädchen sitzend trippelnd und liegend zeigen muss,alle werke herr ralle im körper schrauben und den ein javanisches mädchen sind südgrenzen der gut zeigen muss  ,0.9285714285714286
achtgesichterambiwasse/achtgesichterambiwasse_0001.wav,um zu den göttlichen schönheiten der vergänglichkeit gezählt zu werden ihr hals war biegsam wie eine reiherfeder,um zu den göttlichen schönheiten der vergänglichkeit gezählt zu werden ihr hals war biegsamen wie eine reihe feder  ,0.1764705882352941
achtgesichterambiwasse/achtgesichterambiwasse_0002.wav,ihre arme kurz wie die flügel eines noch nicht flüggen sperlings sass sie auf der matte und bereitete ihren tee,ihre arenberg die behagliche wärme sind noch nicht liegen sperlings saß sie auf den markt und bereitete ihren t u  ,0.6
achtgesichterambiwasse/achtgesichterambiwasse_0003.wav,so arbeitete sie vorsichtig wie unter einer glasglocke ging sie abends mit ihrer dienerin auf den hohen holzschuhen zum theater,so arbeitete sie vorsichtig wie unter einer glas glocke hängen ging sie abends mit ihrer dienerinnen auf den hohen holzschuhen zum theater ,0.2
achtgesichterambiwasse/achtgesichterambiwasse_0004.wav,so war sie unauffällig als hätte sich ihr körper mit der sonne zur ruhe gelegt,super sie unauffällig als hätte sich ihr körper mit der sonne zur ruhe gelegt  ,0.1333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0005.wav,und als ginge nur ihr schatten mit der dienerin und der papierlaterne den weg zu den schatten,beifall spinnen nur schatten mit der die sein und der papier laterne den weg zu dürfen  ,0.5882352941176471
achtgesichterambiwasse/achtgesichterambiwasse_0006.wav,lag sie in der nacht hinter den geschlossenen papierwänden ihres hauses mit frisiertem kopf auf der schlummerrolle,lassen in der nacht hinter dem geschlossen papier welten ihres hauses frisierte namhafte schlimmer mal  ,0.7058823529411765
achtgesichterambiwasse/achtgesichterambiwasse_0007.wav,und zog mit den fingerspitzen den seidenen schlafsack ans kinn so war ihr feines vom mond beschienenes gesicht vornehm,und zog mit den fingerspitzen den seidenen schlafsack ein skin so war ihr feines vom mod beschienenen das gesicht vornehmen  ,0.3157894736842105
achtgesichterambiwasse/achtgesichterambiwasse_0008.wav,als wäre es aus jadestein geschnitten und erschien unzerbrechlich und unvergänglich,es wäre es aus jade stein geschnitten und erschienen und zerbrechlich und unvergänglich  ,0.5454545454545454
achtgesichterambiwasse/achtgesichterambiwasse_0009.wav,hanake war das reichste mädchen am biwasee nicht bloss reich an der äusseren schönheit welche die frauen ruhig und wunschlos macht ,also jacke wollen und das weiß verwehrt jener widersinnige nicht bloß weil ich äußeren schönheit reiche die frauen ruhig und wunschlos macht  ,0.6666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0010.wav,auch reich an besitz die götter der vergänglichkeit hatten sie mit ihren glänzendsten geschenken,auch reich an besitz die götter der vergänglichkeit hatten sie mit ihren glänzendsten geschenken  ,0.0
achtgesichterambiwasse/achtgesichterambiwasse_0011.wav,mit schönheit und geld verwöhnt aber auch die göttin der unendlichkeit hatte ihr eine seele in die augen gegeben,mit schönheit und geld verwöhnt aber auch die göttin der unendlichkeit hatte er eine seele in die augen gelegt  ,0.1052631578947368
achtgesichterambiwasse/achtgesichterambiwasse_0012.wav,so dass ihre augen weinen konnten denn die wollust der träne ist das höchste geschenk dieser göttin,sodass ihrer auch weinen konnten denn die wollust der träne ist das törichte geschenk dieser göttin  ,0.2941176470588235
achtgesichterambiwasse/achtgesichterambiwasse_0013.wav,lange ehe der krieg japans mit russland begann hörte hanake in ihrem hause am biwasee von freunden und freundinnen,gerne ehrlich japans und russland begabung der rakel in ihrem browser am die war sehr haben freunden und freundinnen  ,0.6842105263157895
achtgesichterambiwasse/achtgesichterambiwasse_0014.wav,die im sommer über die berge von kioto zum besuch zu ihr an den see kamen,die im sommer über die berge kyoto von nike air seefahrer  ,0.625
achtgesichterambiwasse/achtgesichterambiwasse_0015.wav,dass die fremden vom westen wie böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frauen zu verschleppen,das die fremden vom westeuropa böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frau zu verschleppen ,0.1904761904761904
achtgesichterambiwasse/achtgesichterambiwasse_0016.wav,und sich in das land zu teilen auf dem biwasee würde man dann bald schiffe sehen die rauch ausstiessen,euch sich in das land zu teilen auf dem privacy werden andernfalls immer sehr genau  ,0.5789473684210527
achtgesichterambiwasse/achtgesichterambiwasse_0017.wav,und die seetiefe mit schrauben aufwühlten,und die see tiefer mit schrauben auf fühlten  ,0.6666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0018.wav,auf eisen würden bald eisenwagen rasselnd wie gewitterwolken täglich durch japan eilen,auf eis nun würden bald eisenbahnwagen rascheln und wie gewitterwolken täglich durch japan eilen  ,0.4166666666666667
achtgesichterambiwasse/achtgesichterambiwasse_0019.wav,diese wagen würden die fremden in massen nach kioto und an die ufer des biwasees bringen,diese wagen würden die fremden in maschen nach kyoto und hat die ufer des b war sees bringen ,0.375
achtgesichterambiwasse/achtgesichterambiwasse_0020.wav,die leichten vogelkäfige der bambushäuser würden verschwinden und steinhäuser wie man sie im westen der erde baut,die leichten vogelkäfige der bambus häuser würden verschwinden und steinhäuser wie man sie in west und der erde baut ,0.2941176470588235
achtgesichterambiwasse/achtgesichterambiwasse_0021.wav,würden zum himmel wachsen und überall würde dann rauch und eisenlärm sein denn,himmel wachsen überall würdet unserem raum und einzelne  ,0.6923076923076923
achtgesichterambiwasse/achtgesichterambiwasse_0022.wav,die fremden lieben das eisenrasseln und können ohne die betäubende stimme des eisens nicht leben,denn die fremden lieb um das eisen rasseln und können ohne die betäubende stimme des eisens nicht lebe ,0.4
achtgesichterambiwasse/achtgesichterambiwasse_0023.wav,sie lieben das leben als einen ewigen krieg anzusehen sie sind wie donnergötter ungeduldig und aufstampfend,sie leben das leben als einen ewigen kampf anzusehen sie sind wie donna götter ungeduldig und aufstand sind ,0.375
achtgesichterambiwasse/achtgesichterambiwasse_0024.wav,und sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheeren so sagte man,und sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheerenden so sagte man  ,0.0666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0025.wav,hanake die keine eltern hatte und nur mit ein paar dienerinnen und dienern noch das haus ihres vaters bewohnte,alle hacke die keine eltern hatte und nur mit ein paar dienerinnen und diener noch das haus ihres vaters bewohnte ,0.1578947368421052
achtgesichterambiwasse/achtgesichterambiwasse_0026.wav,hörte gruselnd die berichte ihrer freunde und erfand mit ihren freundinnen kleine spottlieder welche die dämonen des westens verhöhnten,leute gruselte die berichte ihrer freunde und erfand mit ihrer keine spaß glieder welche in den worten des fest statt ,0.5789473684210527
achtgesichterambiwasse/achtgesichterambiwasse_0027.wav,lieder die sie abends bei den bootfahrten in lampenerleuchteten booten auf dem biwasee sangen,leder die sie abends bei den bootsfahrten in lampen erleuchteten boden auf dem biber see seinen  ,0.5714285714285714
achtgesichterambiwasse/achtgesichterambiwasse_0028.wav,eines abends  die sonne war eben untergegangen der see war hell als wäre er aus porzellan weiss und glänzend,eines abends die sorgen aber eben untergegangen eine delegation der rückgang zu la weiß wieviel  ,0.7368421052631579
achtgesichterambiwasse/achtgesichterambiwasse_0029.wav,der himmel war golden als hätte hanake eine ihrer truhen geöffnet die aus goldlack waren und die geheimfächer enthielten ,himmel war vor als hätte harakiri ein und schwimmbad oder die ausfallen flach waren und die der einbrecher enthielt  ,0.631578947368421
achtgesichterambiwasse/achtgesichterambiwasse_0030.wav,trat hanake auf den landungssteg der vor ihrem haus in den see reichte,trat hockey auf den landung steg der vor ihrem haus in den see reichte ,0.2307692307692307
achtgesichterambiwasse/achtgesichterambiwasse_0031.wav,und den links und rechts hohes schilf umwiegte in der richtung nach yabase erschienen drei segelboote,und hingegen so bereich fuß hilf uns in der richtung nachher vase erschienen der reine sie geben wird  ,0.875
achtgesichterambiwasse/achtgesichterambiwasse_0032.wav,die drei segel glitten wie senkrechte papierwände über das abendglatte wasser,die drei seelen linderung senkrechte papier einer über das abendblattes lassen  ,0.6363636363636364
achtgesichterambiwasse/achtgesichterambiwasse_0033.wav,man sah keine menschen denn jedes segel reichte so tief dass es das boot verdeckte,unser keine menschen mit in jedes segel reich der so tief dass es das boot verdeckte  ,0.4
achtgesichterambiwasse/achtgesichterambiwasse_0034.wav,die aufgepflanzten segel wurden grösser und kamen näher hanake fühlte eine bangigkeit,die aufgepflanztem segel wurden größer und kann im naja anlage fühlte eine bangigkeit  ,0.5
achtgesichterambiwasse/achtgesichterambiwasse_0035.wav,als kämen mit den drei segeln drei weisse unbeschriebene blätter aus ihrem schicksalsbuch geschwommen,als kämen mit den drei segeln drei weiße unbeschriebene blätter aus ihrem schicksals buch geschwommen  ,0.2142857142857142
achtgesichterambiwasse/achtgesichterambiwasse_0036.wav,und plötzlich las sie als eine sekunde von windstille die segel schlaff werden liess ein japanisches schriftzeichen,und plötzlich lazy als eine sekunde von windstille die segeln schlaff werden ließ an japanischen schriftzeichen  ,0.3529411764705882
achtgesichterambiwasse/achtgesichterambiwasse_0037.wav,zufällig entstanden aus den falten jeder segelleinwand das erste boot sagte «ich grüsse dich»,zufällig entstanden aus dem fall der sieger leinwand erste große sagte ich grüße dich  ,0.6428571428571429
achtgesichterambiwasse/achtgesichterambiwasse_0038.wav,das zweite boot sagte «ich liebe dich» das dritte boot sagte «ich töte dich»,das zeit boot sagte ich liebe dich des dritter boot sagte echte dich  ,0.5714285714285714
achtgesichterambiwasse/achtgesichterambiwasse_0039.wav,nach der kurzen windstille die knappe sekunden dauerte,nach der kurzen windstille die knappe sie konnten dauerte ,0.25
achtgesichterambiwasse/achtgesichterambiwasse_0040.wav,wechselte der see seine farbe wie vergossene schwarze tusche über weisses papier lief eine finsternis über die seefläche,wechselte der see seine farbe wie vergossen schwarze tusche über weißes papier lief eine finsterniß über die sehe fläche ,0.2777777777777778
achtgesichterambiwasse/achtgesichterambiwasse_0041.wav,und ganz unvermittelt setzte ein trompetender seesturm ein der alle drei segel fast flach auf das wasser legte,und ganz gut vermittelt setzte einen trompeten da sehstörungen ein der alle drei segel fast flach auf das wasser legte  ,0.3333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0042.wav,als müsste die leinwand den seeschaum reiben,es müsste die leinwand dem see schaum reiben  ,0.5714285714285714
achtgesichterambiwasse/achtgesichterambiwasse_0043.wav,hanake tat einen schrei vor entsetzen da sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreiselnden wellen versinken,anlage tat einen schrei vor entsetzt dass sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreisenden welle versinken  ,0.2272727272727272
achtgesichterambiwasse/achtgesichterambiwasse_0044.wav,aber die drei boote hoben sich wieder geschickte hände regierten die segel doch dieses sah hanake nicht mehr,aber die drei boote hoben sich weder geschickte hände regierten die segel doch dieses sage nicht mehr  ,0.1666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0045.wav,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze,sie hatte zugleich mit dem schrei als des aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze  ,0.04
achtgesichterambiwasse/achtgesichterambiwasse_0046.wav,und war in das wasser gefallen und als sie die augen öffnete,allein das wasser gerade als sie die augen öffnen interview  ,0.5833333333333334
achtgesichterambiwasse/achtgesichterambiwasse_0047.wav,sah sie ein rudel fische und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch,sah sie ein roding fischer und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch ,0.1052631578947368
